"","author_name","lead_or_other","n","Total"
"2501","Tammam AH","other",1,1
"2502","Tammik K","lead",1,1
"2503","Tanaka S","other",1,1
"2504","Taranto-Montemurro L","lead",1,1
"2505","Tarpenning KM","other",1,1
"2506","Taube W","other",1,1
"2507","Tavoian D","other",1,1
"2508","Tayfur B","lead",1,1
"2509","Taylor BJ","lead",1,1
"2510","Taylor D","other",1,1
"2511","Taylor J","other",1,1
"2512","Taylor L","other",1,1
"2513","Temesi J","lead",1,5
"2514","Tepper M","other",1,1
"2515","Ter Horst R","other",1,1
"2516","Teschler M","other",1,1
"2517","Tesio L","other",1,1
"2518","Tessaro J","other",1,1
"2519","Tevald MA","other",1,1
"2520","Theuerkauf P","other",1,1
"2521","Theurel J","lead",1,3
"2522","Thomas F","other",1,1
"2523","Thomas K","lead",1,7
"2524","Thomas MM","lead",1,1
"2525","Thorkani A","other",1,1
"2526","Thorstensen JR","lead",1,1
"2527","Thouvenot A","other",1,1
"2528","Threlkeld AJ","other",1,1
"2529","Thurston TS","lead",1,3
"2530","Tikkanen O","lead",1,1
"2531","Tillin N","other",1,1
"2532","Tillin NA","lead",1,3
"2533","Tillman MD","other",1,1
"2534","Tillman SM","other",1,1
"2535","Timmins RG","other",1,1
"2536","Timms K","other",1,1
"2537","Tingley J","other",1,1
"2538","Tobin MJ","lead",1,2
"2539","Tobin MJ","other",1,2
"2540","Tofari PJ","other",1,3
"2541","Togninalli D","other",1,1
"2542","Tøien T","lead",1,2
"2543","Tøien T","other",1,2
"2544","Tokuno CD","other",1,1
"2545","Tomazin K","other",1,4
"2546","Tomazini F","other",1,1
"2547","Tomko PM","lead",1,1
"2548","Toniolo L","other",1,1
"2549","Topeli A","lead",1,1
"2550","Tørhaug T","other",1,1
"2551","Torre G","other",1,1
"2552","Torricelli D","other",1,1
"2553","Townsend N","lead",1,1
"2554","Trees A","lead",1,1
"2555","Tremblay J","other",1,1
"2556","Tremey E","other",1,1
"2557","Trevino MA","other",1,1
"2558","Triandafilou K","other",1,1
"2559","Triandafilou KM","lead",1,2
"2560","Triandafilou KM","other",1,2
"2561","Tricoli V","other",1,1
"2562","Trilk J","other",1,1
"2563","Trojano L","other",1,1
"2564","Trok K","other",1,1
"2565","Trumbower RD","lead",1,1
"2566","Tsao BE","other",1,1
"2567","Tubman LA","other",1,1
"2568","Tucker K","other",1,1
"2569","Tucker MG","other",1,1
"2570","Tufano JJ","other",1,1
"2571","Tupling AR","other",1,1
"2572","Turker KS","other",1,1
"2573","Tvarijonaviciute A","other",1,1
"2574","Tygart A","other",1,1
"2575","Tyler CJ","other",1,1
"2576","Uehara A","other",1,1
"2577","Ueno R","lead",1,1
"2578","Unhjem R","other",1,3
"2579","Uribe BP","other",1,1
"2580","Vaccari F","other",1,1
"2581","Vadalà G","lead",1,1
"2582","Vadopalas K","lead",1,1
"2583","Vahtrik D","lead",1,1
"2584","Valkeinen H","lead",1,1
"2585","Vallotton A","other",1,1
"2586","Valzania F","other",1,1
"2587","van den Hoven LT","other",1,1
"2588","van den Wildenberg J","other",1,1
"2589","van der Hoeven JG","other",1,1
"2590","van der Linden RM","other",1,1
"2591","van der Naalt J","other",1,1
"2592","van der Zijden MJ","other",1,1
"2593","Van Dieën JH","lead",1,1
"2594","van Dijk JP","other",1,1
"2595","van Duijnhoven NT","other",1,1
"2596","van Eijk LT","other",1,1
"2597","van Engelen B","other",1,1
"2598","van Laarhoven HW","other",1,1
"2599","van Leeuwen DM","lead",1,1
"2600","Van Leeuwen DM","lead",1,1
"2601","van Loon LJC","other",1,1
"2602","Van Mazijk BC","other",1,1
"2603","Van Raak SM","other",1,1
"2604","van Raay JJ","other",1,1
"2605","van Raay JJAM","other",1,1
"2606","Van Tricht JA","other",1,1
"2607","vanDyke D","other",1,1
"2608","Vantieghem S","other",1,1
"2609","Vargas E","other",1,1
"2610","Varvello I","other",1,1
"2611","Vatovec R","other",1,1
"2612","Ventura A","lead",1,1
"2613","Venturelli M","lead",1,5
"2614","Vera-Ibañez A","other",1,1
"2615","Veras K","other",1,1
"2616","Verbickas V","lead",1,1
"2617","Vercruyssen F","lead",1,3
"2618","Verdijk LB","other",1,1
"2619","Verdijk PW","other",1,1
"2620","Vereijken B","other",1,1
"2621","Verma S","lead",1,1
"2622","Viau A","other",1,1
"2623","Vie B","lead",1,1
"2624","Vieira DCL","lead",1,1
"2625","Vieira LH","other",1,1
"2626","Vieira TM","other",1,1
"2627","Vignaud A","other",1,1
"2628","Villa F","other",1,1
"2629","Vilmen C","other",1,1
"2630","Vimieiro CB","other",1,1
"2631","Vincent C","other",1,1
"2632","Vinti M","lead",1,1
"2633","Violaris P","other",1,1
"2634","Visseaux V","other",1,1
"2635","Vitacca M","other",1,1
"2636","Vivodtzev I","lead",1,1
"2637","Vlachos E","other",1,1
"2638","Vodusek DB","other",1,1
"2639","Voermans NC","other",1,1
"2640","Volungevicius G","other",1,1
"2641","von Stengel S","other",1,1
"2642","Voss S","other",1,1
"2643","Vredeveld JW","other",1,1
"2644","Vucic S","lead",1,1
"2645","Wade L","lead",1,1
"2646","Wagner DA","other",1,1
"2647","Walker S","other",1,6
"2648","Walsh D","other",1,1
"2649","Walsh M","other",1,1
"2650","Walter-Herda AA","other",1,1
"2651","Walter G","other",1,1
"2652","Walter GA","other",1,1
"2653","Walton P","other",1,1
"2654","Wan HY","lead",1,3
"2655","Wang C","other",1,1
"2656","Wang CH","other",1,1
"2657","Wang FC","other",1,1
"2658","Wang H","lead",1,1
"2659","Wang HK","lead",1,1
"2660","Ward SH","lead",1,1
"2661","Warren S","other",1,1
"2662","Watson BV","other",1,1
"2663","Watson CL","other",1,1
"2664","Weavil JC","lead",1,3
"2665","Weber JP","other",1,1
"2666","Weeks JB","other",1,1
"2667","Wegner K","other",1,1
"2668","Wegrzyk J","other",1,1
"2669","Wei N","lead",1,1
"2670","Wei SH","other",1,1
"2671","Weickenmeier J","other",1,1
"2672","Weilbach C","other",1,1
"2673","Weir DE","lead",1,1
"2674","Weiss B","other",1,1
"2675","Weissenfels A","other",1,1
"2676","Weist R","other",1,1
"2677","Wellauer V","lead",1,1
"2678","Wellman A","other",1,1
"2679","White DP","other",1,1
"2680","White M","other",1,1
"2681","Whitting JW","other",1,1
"2682","Whittle J","other",1,1
"2683","Whyte DG","other",1,1
"2684","Wickham J","other",1,1
"2685","Wickham KA","lead",1,1
"2686","Widenfalk J","other",1,1
"2687","Wilcox SL","other",1,1
"2688","Wilder MR","lead",1,1
"2689","Willardson J","other",1,1
"2690","Willert S","other",1,1
"2691","Willis SJ","lead",1,1
"2692","Wilquin L","other",1,1
"2693","Wilsmore C","other",1,1
"2694","Wilson C","other",1,1
"2695","Wilson CJ","other",1,1
"2696","Wingo JE","other",1,1
"2697","Winterhalter M","other",1,1
"2698","Wirth K","lead",1,1
"2699","Witte K","other",1,1
"2700","Wolff W","other",1,1
"2701","Wolkorte R","lead",1,1
"2702","Wolpert DM","other",1,1
"2703","Wolz M","other",1,1
"2704","Wong AM","other",1,1
"2705","Woods S","other",1,1
"2706","Worseck JM","other",1,1
"2707","Wren JD","other",1,1
"2708","Wu YK","other",1,1
"2709","Wüst RC","other",1,1
"2710","Wüthrich TU","lead",1,1
"2711","Wyant A","other",1,1
"2712","Xiang Y","other",1,1
"2713","Yabe K","other",1,1
"2714","Yacoubi B","other",1,1
"2715","Yacyshyn AF","lead",1,1
"2716","Yaeshima K","other",1,1
"2717","Yagishita K","other",1,1
"2718","Yamada H","lead",1,1
"2719","Yamada K","other",1,1
"2720","Yamada T","other",1,1
"2721","Yamada Y","other",1,1
"2722","Yan JH","other",1,1
"2723","Yanaze LL","other",1,1
"2724","Yang CC","other",1,1
"2725","Yap MH","other",1,1
"2726","Yavuz US","other",1,1
"2727","Yeadon MR","lead",1,1
"2728","Yen JT","lead",1,1
"2729","Yetman JD","other",1,1
"2730","Yoon WY","other",1,1
"2731","Yoshihara K","other",1,1
"2732","Young P","other",1,1
"2733","Young W","other",1,1
"2734","Yount J","other",1,1
"2735","Yue GH","other",1,1
"2736","Yung PS","other",1,1
"2737","Zagatto A","other",1,1
"2738","Zambelli A","other",1,1
"2739","Zambon AA","other",1,1
"2740","Zanoteli E","other",1,1
"2741","Zarkou A","lead",1,1
"2742","Zarzissi S","lead",1,1
"2743","Zatsiorsky VM","other",1,1
"2744","Zech A","lead",1,1
"2745","Zehr EP","other",1,1
"2746","Zero AM","other",1,1
"2747","Zghal F","lead",1,8
"2748","Zhang C","lead",1,1
"2749","Zhang J","lead",1,1
"2750","Zhang LQ","other",1,1
"2751","Zhang YT","other",1,1
"2752","Zhang Z","other",1,1
"2753","Zhao ML","other",1,1
"2754","Zhou P","lead",1,3
"2755","Zinke F","lead",1,1
"2756","Zschorlich VR","other",1,1
"2757","Zubac D","lead",1,1
"2758","Zwaag J","lead",1,2
"2759","Zwaag J","other",1,2
"2760","Zwarts MJ","lead",1,3
"2761","Zygman ML","other",1,1
